2.710491037090871025e+00 6.336789301283692666e+00 4.362171953449971440e+00 4.781584404585319525e+00 1.855932326117587516e+00
4.173221421001756859e+00 8.766408630677963387e+00 7.303889062689028489e-01 8.644518254701726079e+00 5.681261442401316586e+00
6.869102782833110155e+00 2.375109542995843537e+00 7.768149193151781873e+00 7.503559481451356206e+00 5.548615306719780982e+00
5.662068147463462431e+00 7.088536461659921351e+00 2.271754489589605797e-01 8.404356943875002983e+00 8.514478466317111582e+00
3.882777070246218543e+00 6.840309101096943678e+00 9.159558878839124674e-02 6.465541228467259316e+00 1.485122938862479813e+00
1.705003746511610796e+00 5.224600718560557411e+00 4.046473530009093267e+00 4.735147379582857141e+00 3.009458450996910450e+00
2.244120507572206158e+00 6.199292577402850668e+00 1.554672202660376534e+00 2.751219104608475519e+00 8.140661438201618694e+00
8.603112021700553669e+00 1.676856979302523420e+00 3.647391683942635687e+00 6.561832562879065023e+00 4.095706116754044501e+00
2.642123312618011255e+00 8.051966937147367886e+00 5.436815971994954921e+00 2.008030205189777817e+00 3.016985000293054497e+00
1.516096350686529926e+00 1.342694744867436452e+00 3.589431194575495532e+00 1.576645955546780442e+00 6.253815034931590411e+00
